"","strategy","PC1","PC2"
"1","discharge",0.482055994692724,-0.215084681996058
"2","diversion",-0.527240267321481,0.774369483796636
"3","entertainment",-1.22025707732365,-0.597530862373101
"4","mental_work",2.47742115087926,1.01537738379308
"5","revival",-2.51790277575522,0.230759635386236
"6","solace",1.76485154462435,-0.385213067779413
"7","strong_sensation",0.925732377720509,-0.510760330358131
